node_id,material_id,month,ordered_quantity,received_quantity,on_time_quantity,accepted_quantity,average_actual_lead_time_days,lead_time_std_days,quality_incident_count,source_completeness_flag
NODE-0009,MAT-0004,2026-04-01,1271.13,1191.88,1056.14,1162.66,12.36,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-05-01,1249.65,1123.04,1016.7,1101.21,12.22,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-06-01,1201.56,1073.27,992.2,1057.79,12.37,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-07-01,1132.16,1048.72,984.63,1033.97,12.77,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-08-01,1049.1,1014.99,959.22,996.01,13.33,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-09-01,961.51,941.25,886.13,918.6,13.9,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-10-01,879.04,835.18,775.83,814.11,14.36,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-11-01,810.77,735.78,670.01,720.24,14.58,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-12-01,764.2,680.38,606.18,669.83,14.51,1.35,0,COMPLETE
NODE-0010,MAT-0005,2024-07-01,1227.08,1227.08,1213.39,1196.04,21.48,1.84,0,COMPLETE
NODE-0010,MAT-0005,2024-08-01,1263.22,1263.22,1242.94,1224.89,22.39,1.84,0,COMPLETE
NODE-0010,MAT-0005,2024-09-01,1271.26,1253.63,1216.59,1215.08,23.07,1.84,0,COMPLETE
NODE-0010,MAT-0005,2024-10-01,1250.33,1182.07,1124.94,1151.17,23.37,1.84,0,COMPLETE
NODE-0010,MAT-0005,2024-11-01,1202.71,1125.05,1048.76,1101.7,23.2,1.84,0,COMPLETE
NODE-0010,MAT-0005,2024-12-01,1133.66,1094.38,1003.33,1073.0,22.61,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-01-01,1050.78,1050.78,955.41,1025.96,21.74,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-02-01,963.18,963.18,877.83,935.03,20.81,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-03-01,880.53,878.98,811.03,851.53,20.04,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-04-01,811.9,775.5,729.28,753.96,19.62,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-05-01,764.86,714.26,685.83,698.53,19.66,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-06-01,744.59,710.26,694.06,696.56,20.14,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-07-01,753.32,750.97,741.39,734.39,20.95,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-08-01,790.08,790.08,780.52,768.1,21.88,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-09-01,850.83,850.83,832.96,824.25,22.72,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-10-01,928.89,898.05,864.55,871.83,23.25,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-11-01,1015.65,950.5,896.34,928.1,23.35,1.84,0,COMPLETE
NODE-0010,MAT-0005,2025-12-01,1101.57,1040.35,962.08,1020.04,22.99,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-01-01,1177.19,1159.11,1057.57,1135.02,22.26,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-02-01,1234.19,1234.19,1121.82,1201.86,21.33,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-03-01,1266.28,1266.28,1159.0,1227.32,20.45,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-04-01,1269.94,1243.78,1156.49,1206.07,19.81,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-05-01,1244.77,1171.67,1111.94,1142.1,19.58,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-06-01,1193.53,1119.16,1083.54,1096.54,19.82,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-07-01,1121.86,1090.39,1071.41,1068.73,20.46,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-08-01,1037.66,1037.66,1025.99,1012.24,21.35,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-09-01,950.2,950.2,936.08,921.82,22.27,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-10-01,869.1,862.1,838.51,835.34,23.0,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-11-01,803.29,762.88,728.02,742.34,23.35,1.84,0,COMPLETE
NODE-0010,MAT-0005,2026-12-01,760.01,710.03,663.63,694.9,23.25,1.84,0,COMPLETE
NODE-0010,MAT-0010,2024-07-01,1221.2,1192.37,1132.81,1184.64,6.39,0.63,0,COMPLETE
NODE-0010,MAT-0010,2024-08-01,1260.41,1237.74,1169.86,1223.47,6.66,0.63,0,COMPLETE
NODE-0010,MAT-0010,2024-09-01,1271.83,1207.04,1124.56,1192.63,6.87,0.63,0,COMPLETE
NODE-0010,MAT-0010,2024-10-01,1254.21,1138.59,1039.4,1130.24,6.95,0.63,0,COMPLETE
NODE-0010,MAT-0010,2024-11-01,1209.48,1083.95,968.4,1081.84,6.9,0.63,0,COMPLETE
NODE-0010,MAT-0010,2024-12-01,1142.57,1056.78,927.85,1056.0,6.73,0.63,0,COMPLETE
NODE-0010,MAT-0010,2025-01-01,1060.85,1026.4,893.43,1021.47,6.47,0.63,0,COMPLETE
NODE-0010,MAT-0010,2025-02-01,973.31,958.6,836.46,948.6,6.19,0.63,0,COMPLETE
NODE-0010,MAT-0010,2025-03-01,889.59,854.91,755.66,844.29,5.97,0.63,0,PARTIAL
NODE-0010,MAT-0010,2025-04-01,818.9,751.65,677.7,744.92,5.84,0.63,0,PARTIAL
NODE-0010,MAT-0010,2025-05-01,769.03,688.38,634.27,686.16,5.85,0.63,0,PARTIAL
NODE-0010,MAT-0010,2025-06-01,745.47,681.12,639.16,680.79,5.99,0.63,0,PARTIAL
NODE-0010,MAT-0010,2025-07-01,750.81,718.13,681.12,715.79,6.23,0.63,0,PARTIAL
NODE-0010,MAT-0010,2025-08-01,784.46,772.05,732.77,765.1,6.51,0.63,0,PARTIAL
NODE-0010,MAT-0010,2025-09-01,842.72,818.55,769.6,808.37,6.76,0.63,0,PARTIAL
NODE-0010,MAT-0010,2025-10-01,919.18,854.56,789.54,845.68,6.92,0.63,0,PARTIAL
NODE-0010,MAT-0010,2025-11-01,1005.41,902.47,816.04,898.17,6.95,0.63,0,PARTIAL
NODE-0010,MAT-0010,2025-12-01,1091.93,987.69,875.06,986.98,6.84,0.63,0,PARTIAL
NODE-0010,MAT-0010,2026-01-01,1169.21,1103.87,964.35,1101.68,6.62,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-02-01,1228.74,1204.11,1047.78,1195.22,6.35,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-03-01,1263.97,1237.57,1084.71,1222.76,6.09,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-04-01,1271.02,1197.75,1067.23,1183.97,5.9,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-05-01,1249.12,1128.55,1027.24,1121.29,5.83,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-06-01,1200.67,1078.48,1002.32,1076.96,5.9,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-07-01,1131.02,1053.47,994.27,1052.36,6.09,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-08-01,1047.82,1019.06,968.07,1013.26,6.35,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-09-01,960.23,944.67,893.99,934.23,6.63,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-10-01,877.91,838.24,782.79,827.99,6.85,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-11-01,809.91,738.84,676.42,732.85,6.95,0.63,0,COMPLETE
NODE-0010,MAT-0010,2026-12-01,763.71,683.71,612.51,682.0,6.92,0.63,0,COMPLETE
NODE-0011,MAT-0006,2024-07-01,1226.85,1226.85,1211.28,1177.63,17.34,1.5,1,COMPLETE
NODE-0011,MAT-0006,2024-08-01,1263.12,1263.12,1240.89,1206.06,18.08,1.5,1,COMPLETE
NODE-0011,MAT-0006,2024-09-01,1271.29,1251.8,1212.89,1194.74,18.63,1.5,1,COMPLETE
NODE-0011,MAT-0006,2024-10-01,1250.49,1180.36,1121.5,1132.0,18.87,1.5,1,COMPLETE
NODE-0011,MAT-0006,2024-11-01,1202.98,1123.44,1045.53,1083.46,18.73,1.5,1,COMPLETE
NODE-0011,MAT-0006,2024-12-01,1134.02,1092.91,1000.3,1055.35,18.26,1.5,0,COMPLETE
NODE-0011,MAT-0006,2025-01-01,1051.18,1051.18,954.16,1010.76,17.56,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-02-01,963.58,963.58,876.71,921.12,16.81,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-03-01,880.88,878.04,808.81,837.6,16.19,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-04-01,812.17,774.56,727.21,741.56,15.85,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-05-01,765.02,713.24,683.75,686.95,15.88,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-06-01,744.62,709.1,691.84,684.9,16.26,1.5,0,COMPLETE
NODE-0011,MAT-0006,2025-07-01,753.21,749.65,738.94,721.99,16.92,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-08-01,789.85,789.85,779.08,756.17,17.67,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-09-01,850.51,850.51,831.34,811.33,18.35,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-10-01,928.5,896.31,861.5,856.85,18.78,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-11-01,1015.25,948.58,893.07,912.16,18.86,1.5,1,COMPLETE
NODE-0011,MAT-0006,2025-12-01,1101.19,1038.25,958.54,1002.58,18.57,1.5,0,COMPLETE
NODE-0011,MAT-0006,2026-01-01,1176.88,1156.92,1053.79,1115.71,17.97,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-02-01,1233.98,1233.98,1119.73,1183.36,17.23,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-03-01,1266.2,1266.2,1156.98,1208.46,16.51,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-04-01,1270.0,1241.96,1152.89,1185.89,16.0,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-05-01,1244.95,1169.98,1108.53,1123.09,15.81,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-06-01,1193.82,1117.57,1080.28,1078.4,16.0,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-07-01,1122.23,1088.94,1068.31,1051.17,16.52,1.5,0,COMPLETE
NODE-0011,MAT-0006,2026-08-01,1038.07,1038.07,1024.8,997.24,17.24,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-09-01,950.6,950.6,935.01,908.1,17.99,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-10-01,869.44,861.16,836.27,821.67,18.57,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-11-01,803.54,761.93,725.95,730.12,18.86,1.5,1,COMPLETE
NODE-0011,MAT-0006,2026-12-01,760.15,708.99,661.56,683.37,18.77,1.5,1,COMPLETE
NODE-0011,MAT-0011,2024-07-01,1196.71,991.46,799.45,969.33,7.66,1.14,0,COMPLETE
NODE-0011,MAT-0011,2024-08-01,1246.73,1047.49,839.49,1018.81,7.98,1.14,0,COMPLETE
NODE-0011,MAT-0011,2024-09-01,1270.47,1031.06,812.42,1002.42,8.23,1.14,0,COMPLETE
NODE-0011,MAT-0011,2024-10-01,1265.31,972.93,748.34,950.39,8.33,1.14,0,COMPLETE
NODE-0011,MAT-0011,2024-11-01,1231.83,925.71,693.99,909.25,8.27,1.14,0,COMPLETE
NODE-0011,MAT-0011,2024-12-01,1173.71,909.95,668.16,894.87,8.06,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-01-01,1097.35,898.09,652.67,879.55,7.75,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-02-01,1011.15,850.63,620.0,828.29,7.42,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-03-01,924.6,760.75,563.09,739.25,7.15,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-04-01,847.24,660.84,500.85,644.45,7.0,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-05-01,787.57,592.43,460.71,581.13,7.01,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-06-01,752.17,575.41,457.26,566.02,7.18,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-07-01,744.93,600.85,483.53,589.37,7.47,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-08-01,766.65,643.02,517.89,627.05,7.8,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-09-01,814.94,677.95,539.98,658.79,8.1,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-10-01,884.49,700.83,546.78,682.45,8.29,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-11-01,967.63,731.98,556.68,716.9,8.33,1.14,0,COMPLETE
NODE-0011,MAT-0011,2025-12-01,1055.21,799.03,593.08,785.8,8.2,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-01-01,1137.6,903.18,659.22,887.09,7.94,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-02-01,1205.72,1004.18,729.48,980.86,7.61,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-03-01,1252.08,1049.47,769.02,1020.3,7.29,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-04-01,1271.56,1023.66,764.99,995.67,7.06,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-05-01,1262.03,964.05,738.95,942.58,6.98,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-06-01,1224.54,921.54,724.02,905.64,7.07,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-07-01,1163.2,909.01,727.29,893.66,7.3,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-08-01,1084.78,893.91,720.71,874.67,7.61,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-09-01,997.91,839.38,673.71,816.8,7.94,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-10-01,912.15,745.26,588.85,724.34,8.2,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-11-01,836.94,647.7,499.9,632.19,8.33,1.14,0,COMPLETE
NODE-0011,MAT-0011,2026-12-01,780.56,586.5,441.13,575.74,8.29,1.14,0,COMPLETE
NODE-0012,MAT-0007,2024-07-01,1214.51,1133.68,1029.66,1109.04,15.17,1.72,0,COMPLETE
NODE-0012,MAT-0007,2024-08-01,1256.96,1182.61,1068.31,1150.94,15.81,1.72,0,COMPLETE
NODE-0012,MAT-0007,2024-09-01,1272.0,1156.36,1028.99,1124.92,16.29,1.72,0,COMPLETE
NODE-0012,MAT-0007,2024-10-01,1257.97,1091.11,950.43,1066.47,16.5,1.72,0,COMPLETE
NODE-0012,MAT-0007,2024-11-01,1216.43,1038.86,884.69,1021.0,16.38,1.72,0,COMPLETE
NODE-0012,MAT-0007,2024-12-01,1151.94,1015.26,848.96,999.04,15.97,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-01-01,1071.61,990.39,820.69,970.53,15.36,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-02-01,984.28,928.37,771.28,904.53,14.7,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-03-01,899.55,828.36,697.56,805.44,14.15,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-04-01,826.77,725.67,623.94,708.11,13.86,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-05-01,773.93,660.52,580.99,648.32,13.88,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-06-01,746.87,650.05,582.83,639.82,14.22,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-07-01,748.55,683.35,619.56,670.7,14.79,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-08-01,778.79,733.59,665.6,715.8,15.45,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-09-01,834.27,776.56,697.66,755.07,16.05,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-10-01,908.87,808.65,713.32,787.92,16.42,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-11-01,994.38,851.65,734.49,834.61,16.49,1.72,0,COMPLETE
NODE-0012,MAT-0007,2025-12-01,1081.4,931.74,786.54,916.86,16.24,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-01-01,1160.33,1044.8,869.07,1026.8,15.72,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-02-01,1222.49,1145.78,949.12,1119.85,15.07,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-03-01,1261.05,1183.12,987.53,1150.93,14.44,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-04-01,1271.74,1147.64,974.61,1116.94,13.99,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-05-01,1253.4,1081.43,939.14,1057.99,13.83,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-06-01,1208.05,1033.81,917.58,1016.59,13.99,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-07-01,1140.67,1012.67,913.43,996.17,14.45,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-08-01,1058.69,983.97,893.6,963.37,15.08,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-09-01,971.13,915.18,827.82,891.11,15.73,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-10-01,887.62,811.97,724.31,789.67,16.24,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-11-01,817.37,712.71,622.71,696.06,16.49,1.72,0,COMPLETE
NODE-0012,MAT-0007,2026-12-01,768.11,655.43,559.77,643.8,16.42,1.72,0,COMPLETE
NODE-0013,MAT-0013,2024-07-01,245.0,245.0,238.8,235.56,19.58,1.77,1,COMPLETE
NODE-0013,MAT-0013,2024-08-01,252.45,252.45,244.83,241.45,20.41,1.77,1,COMPLETE
NODE-0013,MAT-0013,2024-09-01,254.3,247.34,236.54,236.46,21.04,1.77,1,COMPLETE
NODE-0013,MAT-0013,2024-10-01,250.36,233.26,218.69,224.08,21.31,1.77,1,COMPLETE
NODE-0013,MAT-0013,2024-11-01,241.04,222.03,203.84,214.49,21.15,1.77,0,COMPLETE
NODE-0013,MAT-0013,2024-12-01,227.39,216.16,195.12,209.07,20.62,1.77,0,COMPLETE
NODE-0013,MAT-0013,2025-01-01,210.89,209.43,187.46,201.71,19.83,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-02-01,193.37,193.37,173.51,185.16,18.98,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-03-01,176.76,174.06,158.14,166.32,18.28,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-04-01,162.88,153.37,142.06,147.08,17.89,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-05-01,153.27,140.97,133.36,135.99,17.93,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-06-01,148.97,139.92,134.75,135.37,18.36,1.77,0,COMPLETE
NODE-0013,MAT-0013,2025-07-01,150.47,147.79,143.82,142.57,19.1,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-08-01,157.6,157.6,153.47,151.13,19.96,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-09-01,169.57,168.75,162.82,161.25,20.72,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-10-01,185.07,176.42,167.35,168.94,21.2,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-11-01,202.38,186.58,173.32,179.72,21.29,1.77,1,COMPLETE
NODE-0013,MAT-0013,2025-12-01,219.62,204.22,185.97,197.53,20.96,1.77,0,COMPLETE
NODE-0013,MAT-0013,2026-01-01,234.86,227.79,204.62,220.04,20.3,1.77,0,COMPLETE
NODE-0013,MAT-0013,2026-02-01,246.45,246.45,220.53,236.73,19.45,1.77,1,COMPLETE
NODE-0013,MAT-0013,2026-03-01,253.1,253.1,228.08,241.96,18.64,1.77,1,COMPLETE
NODE-0013,MAT-0013,2026-04-01,254.08,245.41,224.73,234.73,18.06,1.77,1,COMPLETE
NODE-0013,MAT-0013,2026-05-01,249.28,231.21,216.16,222.31,17.86,1.77,1,COMPLETE
NODE-0013,MAT-0013,2026-06-01,239.23,220.89,210.74,213.5,18.07,1.77,0,COMPLETE
NODE-0013,MAT-0013,2026-07-01,225.04,215.41,208.62,208.28,18.66,1.77,0,COMPLETE
NODE-0013,MAT-0013,2026-08-01,208.27,207.85,202.58,200.01,19.47,1.77,1,COMPLETE
NODE-0013,MAT-0013,2026-09-01,190.77,190.77,185.24,182.54,20.31,1.77,1,COMPLETE
NODE-0013,MAT-0013,2026-10-01,174.46,170.69,163.61,163.14,20.97,1.77,1,COMPLETE
NODE-0013,MAT-0013,2026-11-01,161.13,150.83,141.81,144.77,21.3,1.77,1,COMPLETE
NODE-0013,MAT-0013,2026-12-01,152.26,140.09,128.95,135.25,21.2,1.77,0,COMPLETE
NODE-0013,MAT-0018,2024-07-01,239.38,198.6,160.36,192.37,22.09,3.27,0,COMPLETE
NODE-0013,MAT-0018,2024-08-01,249.37,209.79,168.37,202.15,23.02,3.27,1,COMPLETE
NODE-0013,MAT-0018,2024-09-01,254.1,206.49,162.93,198.88,23.73,3.27,1,COMPLETE
NODE-0013,MAT-0018,2024-10-01,253.05,194.85,150.09,188.57,24.03,3.27,0,COMPLETE
NODE-0013,MAT-0018,2024-11-01,246.34,185.39,139.19,180.42,23.86,3.27,0,COMPLETE
NODE-0013,MAT-0018,2024-12-01,234.7,182.23,134.01,177.56,23.25,3.27,0,COMPLETE
NODE-0013,MAT-0018,2025-01-01,219.41,179.83,130.89,174.48,22.36,3.27,0,COMPLETE
NODE-0013,MAT-0018,2025-02-01,202.17,170.3,124.32,164.29,21.4,3.27,1,COMPLETE
NODE-0013,MAT-0018,2025-03-01,184.86,152.3,112.9,146.62,20.61,3.27,1,COMPLETE
NODE-0013,MAT-0018,2025-04-01,169.4,132.31,100.43,127.83,20.18,3.27,0,COMPLETE
NODE-0013,MAT-0018,2025-05-01,157.48,118.63,92.39,115.3,20.22,3.27,0,COMPLETE
NODE-0013,MAT-0018,2025-06-01,150.42,115.24,91.71,112.32,20.71,3.27,0,COMPLETE
NODE-0013,MAT-0018,2025-07-01,148.99,120.35,96.98,116.96,21.54,3.27,0,COMPLETE
NODE-0013,MAT-0018,2025-08-01,153.35,128.8,103.88,124.43,22.5,3.27,0,COMPLETE
NODE-0013,MAT-0018,2025-09-01,163.03,135.8,108.31,130.73,23.37,3.27,1,COMPLETE
NODE-0013,MAT-0018,2025-10-01,176.95,140.4,109.69,135.44,23.91,3.27,1,COMPLETE
NODE-0013,MAT-0018,2025-11-01,193.58,146.65,111.69,142.3,24.01,3.27,0,COMPLETE
NODE-0013,MAT-0018,2025-12-01,211.1,160.09,119.01,155.99,23.64,3.27,0,COMPLETE
NODE-0013,MAT-0018,2026-01-01,227.57,180.94,132.27,176.08,22.89,3.27,0,COMPLETE
NODE-0013,MAT-0018,2026-02-01,241.18,201.14,146.34,194.65,21.94,3.27,0,COMPLETE
NODE-0013,MAT-0018,2026-03-01,250.44,210.19,154.25,202.44,21.03,3.27,1,COMPLETE
NODE-0013,MAT-0018,2026-04-01,254.32,205.0,153.43,197.54,20.37,3.27,1,COMPLETE
NODE-0013,MAT-0018,2026-05-01,252.39,193.07,148.2,187.02,20.14,3.27,0,COMPLETE
NODE-0013,MAT-0018,2026-06-01,244.87,184.56,145.2,179.7,20.38,3.27,0,COMPLETE
NODE-0013,MAT-0018,2026-07-01,232.59,182.04,145.85,177.31,21.04,3.27,0,COMPLETE
NODE-0013,MAT-0018,2026-08-01,216.9,178.99,144.51,173.51,21.96,3.27,0,COMPLETE
NODE-0013,MAT-0018,2026-09-01,199.52,168.05,135.07,162.0,22.9,3.27,1,COMPLETE
NODE-0013,MAT-0018,2026-10-01,182.38,149.2,118.05,143.66,23.65,3.27,1,COMPLETE
NODE-0013,MAT-0018,2026-11-01,167.34,129.68,100.23,125.4,24.02,3.27,0,COMPLETE
NODE-0013,MAT-0018,2026-12-01,156.08,117.45,88.47,114.23,23.91,3.27,0,COMPLETE
NODE-0014,MAT-0014,2024-07-01,241.16,212.34,181.93,207.53,5.75,0.75,0,COMPLETE
NODE-0014,MAT-0014,2024-08-01,250.42,222.9,189.89,216.72,5.99,0.75,0,COMPLETE
NODE-0014,MAT-0014,2024-09-01,254.31,218.68,183.34,212.53,6.18,0.75,0,COMPLETE
NODE-0014,MAT-0014,2024-10-01,252.4,206.37,169.15,201.52,6.26,0.75,0,COMPLETE
NODE-0014,MAT-0014,2024-11-01,244.9,196.46,157.2,192.9,6.21,0.75,0,COMPLETE
NODE-0014,MAT-0014,2024-12-01,232.63,192.56,151.11,189.31,6.05,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-01-01,216.94,188.92,146.83,184.96,5.82,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-02-01,199.57,177.97,138.7,173.24,5.57,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-03-01,182.41,158.95,125.68,154.41,5.37,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-04-01,167.38,138.65,112.08,135.16,5.25,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-05-01,156.1,125.24,103.72,122.81,5.26,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-06-01,149.84,122.44,103.48,120.4,5.39,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-07-01,149.28,128.27,109.69,125.77,5.61,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-08-01,154.47,137.47,117.65,134.0,5.86,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-09-01,164.85,145.23,123.0,141.07,6.08,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-10-01,179.28,150.7,125.18,146.7,6.23,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-11-01,196.17,158.1,128.21,154.79,6.25,0.75,0,COMPLETE
NODE-0014,MAT-0014,2025-12-01,213.65,172.81,136.99,169.9,6.16,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-01-01,229.81,194.57,151.83,191.04,5.96,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-02-01,242.86,214.83,166.91,209.77,5.71,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-03-01,251.37,223.16,174.78,216.88,5.47,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-04-01,254.4,217.07,173.17,211.06,5.3,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-05-01,251.62,204.52,167.09,199.9,5.24,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-06-01,243.33,195.54,163.5,192.1,5.31,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-07-01,230.45,192.22,163.49,188.9,5.48,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-08-01,214.39,187.86,160.94,183.75,5.72,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-09-01,196.92,175.52,149.74,170.74,5.96,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-10-01,179.97,155.76,130.93,151.33,6.16,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-11-01,165.4,136.03,111.85,132.73,6.25,0.75,0,COMPLETE
NODE-0014,MAT-0014,2026-12-01,154.82,124.13,99.63,121.81,6.22,0.75,0,COMPLETE
NODE-0014,MAT-0019,2024-07-01,243.88,235.28,220.86,233.48,15.77,1.62,0,COMPLETE
NODE-0014,MAT-0019,2024-08-01,251.9,244.56,228.37,241.45,16.44,1.62,0,COMPLETE
NODE-0014,MAT-0019,2024-09-01,254.38,238.67,219.65,235.53,16.94,1.62,0,COMPLETE
