node_id,recipe_id,period_id,regular_output_capacity,surge_output_capacity,surge_conversion_premium,planned_downtime_fraction,shared_capacity_group_id,shared_capacity_coefficient
NODE-0032,RCP-00048,P03,666.59,166.65,10.5005,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P04,650.24,162.56,10.5011,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P05,641.84,160.46,10.5319,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P06,643.1,160.78,10.5853,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P07,653.77,163.44,10.6483,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P08,671.67,167.92,10.7053,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P09,693.18,173.29,10.7426,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P10,713.92,178.48,10.7509,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P11,729.68,182.42,10.7282,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P12,737.27,184.32,10.6801,0.0,SHR-NODE-0032,1.1645
NODE-0013,RCP-00049,P01,753.08,188.27,3.419,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P02,730.1,182.52,3.4036,0.15,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P03,708.11,177.03,3.3839,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P04,691.57,172.89,3.3647,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P05,683.86,170.96,3.3507,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P06,686.52,171.63,3.3453,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P07,699.02,174.76,3.3499,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P08,718.83,179.71,3.3633,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P09,741.92,185.48,3.3822,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P10,763.6,190.9,3.4021,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P11,779.46,194.87,3.418,0.0,SHR-NODE-0013,0.8445
NODE-0013,RCP-00049,P12,786.3,196.57,3.426,0.0,SHR-NODE-0013,0.8445
NODE-0014,RCP-00050,P01,741.7,185.43,2.6798,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P02,756.37,189.09,2.664,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P03,762.06,190.52,2.6503,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P04,757.64,189.41,2.6422,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P05,743.99,186.0,2.6416,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P06,723.9,180.97,2.6487,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P07,701.43,175.36,2.6617,0.15,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P08,681.16,170.29,2.6775,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P09,667.19,166.8,2.6921,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P10,662.37,165.59,2.7021,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P11,667.68,166.92,2.7049,0.0,SHR-NODE-0014,1.0899
NODE-0014,RCP-00050,P12,682.03,170.51,2.6999,0.0,SHR-NODE-0014,1.0899
NODE-0024,RCP-00051,P01,809.58,202.39,8.1963,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P02,785.88,196.47,8.2094,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P03,769.17,192.29,8.1988,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P04,762.81,190.7,8.1669,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P05,768.12,192.03,8.1217,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P06,784.01,196.0,8.0741,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P07,807.25,201.81,8.0358,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P08,833.12,208.28,8.0162,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P09,856.37,214.09,8.0201,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P10,872.28,218.07,8.0465,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P11,877.62,219.41,8.089,0.0,SHR-NODE-0024,1.0422
NODE-0024,RCP-00051,P12,871.3,217.83,8.1372,0.0,SHR-NODE-0024,1.0422
NODE-0029,RCP-00052,P01,582.27,145.57,13.0131,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P02,564.24,141.06,12.9375,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P03,547.79,136.95,12.8789,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P04,536.26,134.07,12.8516,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P05,532.01,133.0,12.8623,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P06,535.88,133.97,12.9083,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P07,547.1,136.78,12.9784,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P08,563.39,140.85,13.0555,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P09,581.43,145.36,13.1206,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P10,597.57,149.39,13.1578,0.15,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P11,608.53,152.13,13.1581,0.0,SHR-NODE-0029,1.1519
NODE-0029,RCP-00052,P12,612.08,153.02,13.1213,0.15,SHR-NODE-0029,1.1519
